"","directorio","p6050","fex_c","ingtot","ocu","p6210s1","p6210","maxEducLevel","p6426","age","sex","estrato1","formal","informal","clase","oficio","sizeFirm","p7040","hoursWorkUsual","relab","cuentaPropia","microEmpresa","college","mean_ingtot","ingtot_boxcox","age_2","nuevo_pred","residuos","prediccion1","prediccion1_boxcox","female","log_income","predict_gender","femalenum","res_y","res_f","maxEducLevel_years","p6210_years","exp_pot_maxedu","exp_pot_p6210","exp_pot_p6210_2","dos_trabajo"
"35","4514365","1",263.1506421975,1283140,"1","11","5","6",36,49,"1","2","1","0","1","58","4","2",48,"1","0","0","1",1283140,18.1449629522743,2401,1868894.09444831,-585754.09444831,1868894.09444832,18.0927648823058,"0",14.0648207568965,1566552.91427384,0,0.0706284842843764,-0.444051109285989,11,13,33,31,961,0
"36","4514366","1",337.736755040595,3e+05,"1","10","5","6",24,47,"0","2","0","1","1","55","1","2",9,"4","1","1","1",3e+05,15.832885316385,2209,1846603.41518175,-1546603.41518175,1846603.41518176,18.1086568317468,"1",12.6115377536383,1681066.9479419,1,-0.869270855615872,0.482957567182847,11,13,31,29,841,0
"37","4514367","1",247.124525678539,850000,"1","11","5","6",36,24,"1","2","0","1","1","98","1","2",60,"4","1","1","1",850000,17.4778529278812,576,1183136.35407846,-333136.35407846,1183136.35407847,17.6731389008994,"0",13.6529916284665,1809894.09667741,0,0.38866054184541,-0.446988484569156,11,13,8,6,36,0
"38","4514368","3",254.687742271476,1333140,"1","1","6","7",12,27,"1","2","1","0","1","33","5","2",42,"1","0","0","0",1333140,18.2073718723685,729,1312158.06634805,20981.933651949,1312158.06634806,17.7944612761667,"0",14.1030476199025,2089942.25774705,0,-0.0203881792654976,-0.4897631918859,15,19,7,3,9,0
"39","4514369","3",131.653021505745,3050000,"1","7","6","7",12,24,"0","2","1","0","1","30","4","1",40,"1","0","0","0",2377777.77777778,19.5790725283368,576,1183136.35407846,1866863.64592154,1183136.35407847,17.6731389008994,"1",14.9306521485836,1054572.32264917,1,0.871002893584524,0.5293920034575,15,19,4,0,0,1
"40","4514369","1",131.653021505745,2283333.33333333,"1","8","6","7",3,47,"0","2","1","0","1","19","5","2",84,"1","0","0","0",2377777.77777778,19.0947369264111,2209,1846603.41518175,436729.918151583,1846603.41518176,18.1086568317468,"1",14.6411469215703,1683561.79994605,1,0.361766779853103,0.460089711703708,15,19,27,23,529,0
"41","4514369","2",131.653021505745,1800000,"1","9","4","5",360,55,"1","2","1","0","1","83","1","2",48,"4","1","1","0",2377777.77777778,18.7004553166052,3025,1901780.10793876,-101780.107938758,1901780.10793877,17.9934764830747,"0",14.4032972228664,1905923.64609663,0,0.250730255691784,-0.340543770098787,10,9,40,41,1681,0
"42","4514370","5",234.707409371681,350000,"1","4","6","7",1,21,"1","3","0","1","1","42","3","2",15,"1","0","0","0",350000,16.0726215790876,441,1041369.8826929,-691369.882692902,1041369.88269291,17.5324618190415,"0",12.7656884334656,1905923.64609663,0,-0.808658454533128,-0.539304454160509,15,19,1,0,0,0
"43","4514371","1",263.1506421975,820857,"1","11","5","6",18,29,"1","2","0","1","1","55","2","2",48,"1","0","1","1",820857,17.4217778763327,841,1391092.11946335,-570235.119463353,1391092.11946336,17.8645902449057,"0",13.6181041954319,2083702.74024952,0,0.272624542741902,-0.481688767033645,11,13,13,11,121,0
"44","4514372","1",258.352080036866,1300000,"1","11","5","6",120,63,"0","3","0","1","1","51","1","2",48,"4","1","1","1",1300000,18.1662655970313,3969,1866327.40253779,-566327.402537787,1866327.4025378,17.7406626653144,"1",14.0778748224318,1683561.79994605,1,0.576188909646404,0.547553283109176,11,13,47,45,2025,0
"45","4514374","3",250.166944786892,1513140,"1","5","3","4",38,35,"1","2","1","0","1","98","5","2",56,"1","0","0","0",1197736.70833333,18.4147338997808,1225,1593908.25450002,-80768.2545000155,1593908.25450003,18.0233646002148,"0",14.2296975198843,2064930.03693568,0,0.395533512274637,-0.397110958751758,5,5,25,25,625,0
"46","4514374","1",250.166944786892,882333.416666667,"1","11","5","6",142,56,"0","2","1","0","1","55","5","2",48,"1","0","0","1",1197736.70833333,17.5379352942806,3136,1902304.8149754,-1019971.39830873,1902304.81497541,17.9694015861954,"1",13.6903252869877,1617646.66717874,1,-0.354380942261571,0.603394286736996,11,13,40,38,1444,0
"47","4514375","1",201.182391770539,1275000,"1","11","5","6",112,53,"0","2","1","0","1","45","5","2",48,"1","0","0","1",1450000,18.1345811551062,2809,1896482.44082682,-621482.440826816,1896482.44082683,18.0351747079697,"1",14.0584567365747,1665048.85525775,1,0.0118971715181549,0.584844229066795,11,13,37,35,1225,0
"48","4514375","3",201.182391770539,1625000,"1","4","6","7",8,23,"0","2","1","0","1","39","5","2",48,"1","0","0","0",1450000,18.5319094043253,529,1137296.94796283,487703.052037174,1137296.94796284,17.6283970632346,"1",14.301018373746,1628334.84172804,1,0.269225981464293,0.535468852742258,15,19,3,0,0,0
"49","4514376","1",242.904658561048,820857,"1","11","5","6",2,41,"1","2","1","0","1","55","3","2",49,"1","0","0","1",820857,17.4217778763327,1681,1745745.35307281,-924888.353072813,1745745.35307283,18.1047201291619,"0",13.6181041954319,1057253.13784402,0,-0.345154445155821,-0.455620802651264,11,13,25,23,529,0
"50","4514377","1",337.736755040595,820857,"1","11","5","6",5,32,"0","2","0","1","1","32","5","2",48,"1","0","0","1",820857,17.4217778763327,1024,1498872.56653967,-678015.566539667,1498872.56653968,17.9536547758555,"1",13.6181041954319,1606048.12345775,1,0.239862378715917,0.50110380570063,11,13,16,14,196,0
"51","4514378","1",234.119759331995,1550000,"1","5","3","4",1,62,"1","2","0","1","1","39","2","2",84,"1","0","1","0",1550000,18.4542434904769,3844,1875715.28592467,-325715.285924672,1875715.28592469,17.7797912228752,"0",14.2537654888954,990174.826598293,0,1.09502848011271,-0.43043336258693,5,5,52,52,2704,0
"52","4514379","1",326.520252433916,1693140,"1","0","6","7",1,24,"1","2","1","0","1","84","5","2",48,"1","0","0","0",1693140,18.5995283113422,576,1183136.35407846,510003.64592154,1183136.35407847,17.6731389008994,"0",14.3420953511399,2037765.77586348,0,0.294375097785885,-0.473364070354586,15,19,4,0,0,0
"53","4514380","2",218.961154283874,3150000,"1","7","6","7",144,43,"0","3","1","0","1","13","5","2",30,"2","0","0","0",3037500,19.633347034417,1849,1785029.044494,1364970.955506,1785029.04449401,18.1146344551748,"1",14.9629130108018,1534399.86727757,1,0.418461531445822,0.472813549293943,15,19,23,19,361,0
"54","4514380","1",218.961154283874,2925000,"1","9","6","7",144,55,"1","3","1","0","1","13","5","2",30,"2","0","0","0",3037500,19.5087611962698,3025,1901780.10793876,1023219.89206124,1901780.10793877,17.9934764830747,"0",14.8888050386481,1958262.58044395,0,0.407425001846158,-0.505954243158094,15,19,35,31,961,0
"55","4514381","1",254.386811904384,1587717,"1","5","3","4",96,73,"0","2","1","0","1","54","1","2",40,"3","0","1","0",1587717,18.4937438423071,5329,1694563.92962691,-106846.929626911,1694563.92962692,17.2310983272089,"1",14.2778076933207,1654937.15034586,1,0.794873490189907,0.750585709481706,5,5,63,63,3969,0
"56","4514382","3",258.629844712917,1e+06,"1","7","4","5",60,51,"1","2","0","1","1","93","2","2",48,"1","0","1","0",540000,17.7399710600835,2601,1885520.43633,-885520.43633,1885520.43633001,18.0682708410467,"0",13.8155105579643,700882.687219472,0,0.457826536285763,-0.495478753794751,10,9,36,37,1369,0
"57","4514382","1",258.629844712917,80000,"1","1","3","3",360,76,"0","2","0","1","1","79","1","2",30,"4","1","1","0",540000,13.8292292828984,5776,1615421.24300239,-1535421.24300239,1615421.2430024,17.0362938281644,"1",11.289781913656,1684437.51624586,1,-1.86288316286236,0.756049455969245,4,5,67,66,4356,0
"58","4514383","3",238.362792140527,5e+05,"1","11","5","6",120,47,"1","3","0","1","1","45","1","2",60,"4","1","1","1",5e+05,16.6322808569644,2209,1846603.41518175,-1346603.41518175,1846603.41518176,18.1086568317468,"0",13.1223633774043,1122233.55965015,0,-0.571747194410814,-0.514067982757861,11,13,31,29,841,0
"59","4514384","3",207.886713774121,780000,"1","11","5","6",6,56,"0","3","0","1","1","54","1","2",8,"4","1","1","1",966554.555555556,17.3398391061636,3136,1902304.8149754,-1122304.8149754,1902304.81497541,17.9694015861954,"1",13.5670491986658,1606048.12345775,1,0.0692597476581937,0.481100645452151,11,13,40,38,1444,0
"60","4514384","3",207.886713774121,882523.666666667,"1","11","5","6",108,47,"0","3","1","0","1","97","5","2",48,"1","0","0","1",966554.555555556,17.5382824907866,2209,1846603.41518175,-964079.74851508,1846603.41518176,18.1086568317468,"1",13.6905408851826,1684437.51624586,1,-0.499181481855015,0.550065380390897,11,13,31,29,841,0
"61","4514384","4",207.886713774121,1237140,"1","11","5","6",14,29,"0","3","1","0","1","39","4","2",40,"1","0","0","1",966554.555555556,18.0854378067797,841,1391092.11946335,-153952.119463353,1391092.11946336,17.8645902449057,"1",14.0283128220118,1682380.5223916,1,0.0693514246984264,0.563370455677711,11,13,13,11,121,0
"62","4514385","1",196.962524653047,2500000,"1","11","5","6",300,52,"0","3","0","1","1","57","2","2",54,"5","0","1","1",2500000,19.2458751289261,2704,1891709.48075152,608290.519248483,1891709.48075153,18.0527980359855,"1",14.7318012898384,1418379.77719581,1,0.871589718838719,0.540745651075991,11,13,36,34,1156,0
"63","4514387","1",267.929620099751,7216666.66666667,"1","11","5","6",420,63,"1","3","0","1","1","84","2","2",48,"5","0","1","1",3256046.66666667,21.0491196335944,3969,1866327.40253779,5350339.26412888,1866327.4025378,17.7406626653144,"0",15.7919037237447,1185116.09201668,0,1.96488140245916,-0.377281067470276,11,13,47,45,2025,0
"64","4514387","6",267.929620099751,1551473.33333333,"1","11","5","6",48,25,"0","3","1","0","1","54","1","2",60,"3","0","1","1",3256046.66666667,18.4558038157363,625,1227559.67584788,323913.657485455,1227559.67584789,17.7157302156096,"1",14.254715575055,1499367.98060372,1,0.337160856027039,0.595347511248881,11,13,9,7,49,0
"65","4514387","1",267.929620099751,1e+06,"1","5","6","7",36,32,"1","3","1","0","1","18","1","2",50,"4","1","1","0",3256046.66666667,17.7399710600835,1024,1498872.56653967,-498872.566539667,1498872.56653968,17.9536547758555,"0",13.8155105579643,1245900.73494363,0,-0.526888747195636,-0.529813894967563,15,19,12,8,64,0
"66","4514388","2",213.888324505096,935166.666666667,"1","11","5","6",24,24,"0","3","1","0","1","58","5","2",48,"1","0","0","1",938166.666666667,17.6316814419612,576,1183136.35407846,-247969.687411793,1183136.35407847,17.6731389008994,"1",13.7484800455051,1668120.17689932,1,-0.120657148179387,0.59606632082432,11,13,8,6,36,0
"67","4514388","1",213.888324505096,941166.666666667,"1","11","5","6",24,27,"1","3","1","0","1","58","5","2",48,"1","0","0","1",938166.666666667,17.6420026057385,729,1312158.06634805,-370991.399681384,1312158.06634806,17.7944612761667,"0",13.7548755194269,2089942.25774705,0,-0.178048218426488,-0.423088874519081,11,13,11,9,81,0
"68","4514389","2",234.119759331995,2e+05,"1","4","3","3",300,63,"0","3","0","1","1","41","2","2",60,"4","1","1","0",7e+05,15.2084095728228,3969,1866327.40253779,-1666327.40253779,1866327.4025378,17.7406626653144,"1",12.2060726455302,1661983.84820843,1,-1.3597737917143,0.604461665657868,4,5,54,53,2809,0
"69","4514389","1",234.119759331995,1200000,"1","2","3","3",300,71,"1","3","0","1","1","41","2","2",60,"4","1","1","0",7e+05,18.03579778489,5041,1740245.29897883,-540245.298978834,1740245.29897885,17.350215378466,"0",13.9978321147582,1468060.41225547,0,0.636527409319682,-0.331416045605528,4,5,62,61,3721,0
"70","4514390","1",213.911490196137,11177083.3333333,"1","9","6","7",174,52,"1","4","1","0","1","2","5","2",45,"2","0","0","0",6218963.33333332,21.8128760597034,2704,1891709.48075152,9285373.85258178,1891709.48075153,18.0527980359855,"0",16.2293761091271,1566552.91427384,0,1.11187401391235,-0.530642830684087,15,19,32,28,784,0
"71","4514390","2",213.911490196137,6018333.33333333,"1","8","6","7",60,52,"0","4","1","0","1","2","5","2",45,"2","0","0","0",6218963.33333332,20.7355045267224,2704,1891709.48075152,4126623.85258181,1891709.48075153,18.0527980359855,"1",15.6103209240256,1673346.13641853,1,0.616446664040856,0.440794222536106,15,19,32,28,784,0
"72","4514390","3",213.911490196137,1461473.33333333,"1","5","6","7",6,25,"1","4","1","0","1","2","5","2",48,"1","0","0","0",6218963.33333332,18.3577604856825,625,1227559.67584788,233913.657485455,1227559.67584789,17.7157302156096,"0",14.1949556172728,2089942.25774705,0,-0.562358568787837,-0.522134577799024,15,19,5,1,1,0
"73","4514391","1",241.981809536919,980000,"1","5","3","4",144,53,"0","4","0","1","1","84","1","2",48,"4","1","1","0",1573333.33333333,17.7073064359553,2809,1896482.44082682,-916482.440826816,1896482.44082683,18.0351747079697,"1",13.7953078506468,1661983.84820843,1,-0.33391580045528,0.519635008852111,5,5,43,43,1849,0
"74","4514391","3",241.981809536919,2166666.66666667,"1","5","6","7",24,30,"0","4","1","0","1","2","4","2",48,"1","0","0","0",1573333.33333333,19.0075160948082,900,1428435.01950168,738231.647164994,1428435.01950169,17.8964289448435,"1",14.5887004461978,1593539.21056508,1,-0.283160518582492,0.453919999740031,15,19,10,6,36,0
"75","4514392","1",205.425424579072,2e+06,"1","11","5","6",84,42,"1","4","1","0","1","57","3","2",72,"5","0","0","1",1400000,18.874708019171,1764,1766095.24095652,233904.759043485,1766095.24095653,18.1107525536456,"0",14.5086577385242,2096073.47360207,0,-0.228514514629417,-0.479199854362631,11,13,26,24,576,0
"76","4514392","2",205.425424579072,8e+05,"1","11","5","6",84,52,"0","4","1","0","1","57","3","2",72,"5","0","0","1",1400000,17.3804537583836,2704,1891709.48075152,-1091709.48075152,1891709.48075153,18.0527980359855,"1",13.5923670066501,1565790.27726469,1,-1.11481433651916,0.531553723635029,11,13,36,34,1156,0
"77","4514395","2",193.642340868644,1200000,"1","3","6","7",56,41,"1","3","0","1","1","39","1","2",40,"4","1","1","0",1078589.25,18.03579778489,1681,1745745.35307281,-545745.353072813,1745745.35307283,18.1047201291619,"0",13.9978321147582,2074877.97592113,0,0.0627240308665184,-0.615055781781708,15,19,21,17,289,0
"78","4514395","3",193.642340868644,916666.666666667,"1","1","6","7",18,19,"0","3","1","0","1","33","5","2",48,"1","0","0","0",1078589.25,17.599450657063,361,939778.480038105,-23111.813371438,939778.480038114,17.4279244830304,"1",13.7284991809746,1677661.72676605,1,-0.317971581609738,0.548682012555272,15,19,-1,0,0,0
"79","4514395","1",193.642340868644,889357,"1","3","6","7",12,37,"0","3","1","0","1","41","5","2",48,"1","0","0","0",1078589.25,17.5507053176831,1369,1650184.95807582,-760827.958075822,1650184.95807583,18.0590852016818,"1",13.6982540086896,1685584.14092843,1,-0.673649883414641,0.447862366164156,15,19,17,13,169,0
"80","4514395","3",193.642340868644,1308333.33333333,"1","2","6","7",37,18,"0","3","1","0","1","41","3","2",48,"1","0","0","0",1078589.25,18.1766964978493,324,886858.652191379,421474.681141951,886858.652191388,17.3724300305932,"1",14.0842646205305,1348079.74833722,1,0.046350419047851,0.562256543702015,15,19,-2,0,0,0
"81","4514396","1",250.444709462943,4e+05,"1","8","4","5",30,53,"0","3","0","1","1","57","1","2",20,"4","1","1","0",4e+05,16.281332745373,2809,1896482.44082682,-1496482.44082682,1896482.44082683,18.0351747079697,"1",12.8992198260901,1673346.13641853,1,-0.517842371843729,0.481546803253598,10,9,38,39,1521,0
"82","4514397","2",341.979787849128,737717,"1","4","6","7",24,39,"0","4","0","1","1","21","2","2",20,"4","1","1","0",3727191.83333333,17.250557594482,1521,1700797.32426675,-963080.324266755,1700797.32426677,18.0862037113309,"1",13.5113155612049,1646980.0833116,1,-0.951876851336664,0.357421134168104,15,19,19,15,225,0
"83","4514397","1",341.979787849128,6716666.66666667,"1","5","6","7",84,41,"1","4","1","0","1","44","5","2",48,"1","0","0","0",3727191.83333333,20.9248735162199,1681,1745745.35307281,4970921.31359386,1745745.35307283,18.1047201291619,"0",15.7201025576889,1981285.21345822,0,0.673417756047518,-0.563112981027292,15,19,21,17,289,0
"84","4514398","1",250.166944786892,1300000,"1","11","5","6",240,58,"0","4","1","0","1","51","3","2",36,"5","0","0","1",916666.666666667,18.1662655970313,3364,1899105.97601003,-599105.976010032,1899105.97601004,17.9148002235733,"1",14.0778748224318,1668120.17689932,1,-0.726322206021364,0.593747836033853,11,13,42,40,1600,0
"85","4514398","3",250.166944786892,650000,"1","7","6","7",8,33,"0","4","1","0","1","53","3","2",30,"1","0","0","0",916666.666666667,17.0484145507149,1089,1531967.21353934,-881967.213539335,1531967.21353935,17.9790419069298,"1",13.3847276418718,1682380.5223916,1,-1.51325682902782,0.437001905223946,15,19,13,9,81,0
"86","4514398","2",250.166944786892,8e+05,"1","11","5","6",240,51,"1","4","0","1","1","53","3","2",56,"5","0","0","1",916666.666666667,17.3804537583836,2601,1885520.43633,-1085520.43633,1885520.43633001,18.0682708410467,"0",13.5923670066501,776352.556223567,0,-0.783441049107592,-0.499136969457401,11,13,35,33,1089,0
"87","4514401","1",238.640556816578,750000,"1","3","6","7",240,59,"1","3","0","1","1","84","1","2",30,"4","1","1","0",750000,17.2769921288677,3481,1895382.43000802,-1145382.43000802,1895382.43000803,17.8842737578305,"0",13.5278284855125,1776071.10412688,0,-0.49190033549865,-0.530859936685415,15,19,39,35,1225,0
"88","4514402","2",205.425424579072,450000,"1","11","5","6",120,49,"1","2","0","1","1","81","1","2",70,"4","1","1","1",649928.5,16.4662358766163,2401,1868894.09444831,-1418894.09444831,1868894.09444832,18.0927648823058,"0",13.0170028617465,776352.556223567,0,-0.559658353683141,-0.490144716573814,11,13,33,31,961,0
"89","4514402","1",205.425424579072,849857,"1","11","5","6",24,53,"0","2","1","0","1","55","5","2",48,"1","0","0","1",649928.5,17.4775823348084,2809,1896482.44082682,-1046625.44082682,1896482.44082683,18.0351747079697,"1",13.6528233790192,1296661.21657307,1,-0.298304172877229,0.562795638570101,11,13,37,35,1225,0
"90","4514403","1",180.336644155007,897717,"1","5","3","4",240,60,"0","3","0","1","1","54","1","2",45,"3","0","1","0",897717,17.5657788853224,3600,1890242.79965979,-992525.799659789,1890242.7996598,17.8515967691332,"1",13.7076101528496,1684437.51624586,1,0.142899902455814,0.596503431820725,5,5,50,50,2500,0
"91","4514404","3",250.166944786892,120000,"1","2","6","7",36,27,"1","2","0","1","1","3","1","1",5,"4","1","1","0",972889,14.4341046298832,729,1312158.06634805,-1192158.06634805,1312158.06634806,17.7944612761667,"0",11.6952470217642,1518355.60798445,0,-1.94559043852139,-0.550889929057835,15,19,7,3,9,1
"92","4514404","3",250.166944786892,2018667,"1","5","6","7",32,43,"0","2","1","0","1","13","5","2",30,"2","0","0","0",972889,18.8901035082416,1849,1785029.044494,233637.955506002,1785029.04449401,18.1146344551748,"1",14.5179479505568,1683561.79994605,1,0.204149708881739,0.465830264598888,15,19,23,19,361,0
"93","4514404","1",250.166944786892,780000,"1","11","5","6",240,62,"0","2","0","1","1","92","3","2",48,"1","0","0","1",972889,17.3398391061636,3844,1875715.28592467,-1095715.28592467,1875715.28592469,17.7797912228752,"1",13.5670491986658,1322825.66704098,1,0.0239332585778908,0.592244298406372,11,13,46,44,1936,0
"94","4514405","1",254.687742271476,3200000,"1","11","5","6",48,47,"1","2","0","1","1","98","3","2",60,"1","0","0","1",3200000,19.6598636425778,2209,1846603.41518175,1353396.58481825,1846603.41518176,18.1086568317468,"0",14.97866136777,1245900.73494363,0,1.47182584583573,-0.511029180863509,11,13,31,29,841,0
"95","4514406","3",228.011704249585,3e+05,"1","2","6","7",0,18,"1","3","0","1","1","53","2","2",15,"1","0","1","0",925000,15.832885316385,324,886858.652191379,-586858.652191379,886858.652191388,17.3724300305932,"0",12.6115377536383,2083323.68450076,0,-0.877626372566851,-0.514153875518765,15,19,-2,0,0,0
"96","4514406","1",228.011704249585,1550000,"1","3","6","7",5,44,"0","3","1","0","1","37","3","2",10,"1","0","0","0",925000,18.4542434904769,1936,1802546.76368526,-252546.763685263,1802546.76368527,18.1163658337496,"1",14.2537654888954,1681066.9479419,1,-0.140897206315583,0.437847668744367,15,19,24,20,400,0
"97","4514408","4",205.38980683358,2350000,"1","8","6","7",48,40,"0","3","1","0","1","6","5","2",40,"1","0","0","0",2350000,19.142665322691,1600,1723979.38084289,626020.619157107,1723979.3808429,18.0965371817236,"1",14.6699258861203,1685820.39643932,1,0.239203900507843,0.451259908921225,15,19,20,16,256,0
"98","4514409","1",207.728564476718,816666.666666667,"1","11","5","6",36,42,"0","2","0","1","1","57","1","2",40,"4","1","1","1",808333.333333333,17.4135575278279,1764,1766095.24095652,-949428.574289848,1766095.24095653,18.1107525536456,"1",13.6129862938528,1646980.0833116,1,0.118274164189689,0.484924859343532,11,13,26,24,576,0
"99","4514409","3",207.728564476718,8e+05,"1","11","5","6",3,23,"1","2","0","1","1","37","2","2",80,"1","0","1","1",808333.333333333,17.3804537583836,529,1137296.94796283,-337296.947962826,1137296.94796284,17.6283970632346,"0",13.5923670066501,2002209.9570329,0,0.387341968901378,-0.448177648061718,11,13,7,5,25,0
"100","4514410","2",352.079215448786,3201666.66666667,"1","8","4","5",42,38,"1","3","1","0","1","58","5","2",84,"1","0","0","0",3201666.66666667,19.660740625965,1444,1676199.1833444,1525467.48332227,1676199.18334441,18.0737197179836,"0",14.9791820655167,1811681.0737787,0,1.02088449836569,-0.456629529311642,10,9,23,24,576,0
"101","4514411","3",194.208921972393,766883.666666667,"1","11","5","6",24,22,"1","3","1","0","1","38","5","2",48,"1","0","0","1",767612.833333333,17.3126539194472,484,1090041.45750097,-323157.790834306,1090041.45750098,17.5815047026153,"0",13.5500903956603,1845193.15399094,0,-0.270880278875526,-0.38942856687367,11,13,6,4,16,0
"102","4514411","3",194.208921972393,737717,"1","11","5","6",7,21,"0","3","1","0","1","6","2","2",48,"1","0","1","1",767612.833333333,17.250557594482,441,1041369.8826929,-303652.882692902,1041369.88269291,17.5324618190415,"1",13.5113155612049,1212705.65013923,1,-0.265443477030738,0.614085097098761,11,13,5,3,9,0
"103","4514411","1",194.208921972393,766883.666666667,"1","11","5","6",48,47,"1","3","1","0","1","85","4","2",48,"1","0","0","1",767612.833333333,17.3126539194472,2209,1846603.41518175,-1079719.74851508,1846603.41518176,18.1086568317468,"0",13.5500903956603,849724.535788068,0,-0.574564689677301,-0.464967749493213,11,13,31,29,841,0
"104","4514411","2",194.208921972393,798967,"1","11","5","6",120,50,"0","3","1","0","1","55","5","2",48,"1","0","0","1",767612.833333333,17.3783801388576,2500,1877915.30756226,-1078948.30756226,1877915.30756228,18.0815931231535,"1",13.5910749222684,1550550.25685697,1,-0.597585687381458,0.557859563632787,11,13,34,32,1024,0
"105","4514412","1",204.858843475323,1541473.33333333,"1","2","6","7",144,35,"1","3","1","0","1","3","5","2",50,"1","0","0","0",1215345.16666667,18.4451851600924,1225,1593908.25450002,-52434.9211666855,1593908.25450003,18.0233646002148,"0",14.2482492269912,990174.826598293,0,-0.247975378824939,-0.513581542568795,15,19,15,11,121,0
"106","4514412","2",204.858843475323,889217,"1","3","6","7",36,37,"0","3","1","0","1","54","5","2",40,"1","0","0","0",1215345.16666667,17.5504517269719,1369,1650184.95807582,-760967.958075822,1650184.95807583,18.0590852016818,"1",13.698096579198,1677661.72676605,1,-0.699834225586245,0.453875618117799,15,19,17,13,169,0
"107","4514413","4",134.415579182944,1058300,"1","5","6","7",12,24,"0","2","1","0","1","21","5","2",45,"1","0","0","0",889150,17.8317102980986,576,1183136.35407846,-124836.35407846,1183136.35407847,17.6731389008994,"1",13.8721744050818,1088019.72649055,1,-0.187474849917254,0.5293920034575,15,19,4,0,0,0
"108","4514413","3",134.415579182944,720000,"1","6","4","5",96,47,"0","2","0","1","1","54","1","2",36,"3","0","1","0",889150,17.2116703188118,2209,1846603.41518175,-1126603.41518175,1846603.41518176,18.1086568317468,"1",13.4870064909922,1550550.25685697,1,0.0692582861090232,0.506463721619727,10,9,32,33,1089,0
"109","4514414","1",194.208921972393,2300000,"1","11","5","6",60,43,"1","2","0","1","1","98","1","2",70,"4","1","1","1",2300000,19.1068444242351,1849,1785029.044494,514970.955506002,1785029.04449401,18.1146344551748,"0",14.6484196808994,2001181.09142912,0,1.1256017888223,-0.509548014768828,11,13,27,25,625,0
"110","4514415","9",228.011704249585,1700000,"1","11","5","6",14,19,"1","3","0","1","1","84","3","2",48,"4","1","0","1",1183546.66666667,18.6061896812644,361,939778.480038105,760221.519961895,939778.480038114,17.4279244830304,"0",14.3461388090264,1776071.10412688,0,1.12535094628006,-0.434713936083968,11,13,3,1,1,0
"111","4514415","3",228.011704249585,1320640,"1","0","6","7",72,18,"1","3","1","0","1","70","4","2",48,"1","0","0","0",1183546.66666667,18.1919841626857,324,886858.652191379,433781.347808621,886858.652191388,17.3724300305932,"0",14.0936270255464,2020116.24720671,0,0.0177569097386549,-0.428974130532254,15,19,-2,0,0,0
"112","4514415","1",228.011704249585,530000,"1","11","5","6",2,46,"0","3","0","1","1","54","1","2",40,"3","0","1","1",1183546.66666667,16.724372707549,2116,1833333.94902914,-1303333.94902914,1833333.94902915,18.1133770220356,"1",13.1806322855283,1617646.66717874,1,-0.387947507638289,0.455465002210932,11,13,30,28,784,0
"113","4514416","2",210.553591911138,838333,"1","10","5","6",36,57,"0","2","1","0","1","55","5","2",48,"1","0","0","1",744012.5,17.455630175356,3249,1901413.43766583,-1063080.43766583,1901413.43766584,17.9431761663616,"1",13.6391706752335,1534399.86727757,1,-0.276864168245552,0.581207581013682,11,13,41,39,1521,0
"114","4514416","3",210.553591911138,6e+05,"1","11","5","6",24,24,"1","2","0","1","1","58","2","2",16,"1","0","1","1",744012.5,16.9210564734319,576,1183136.35407846,-583136.35407846,1183136.35407847,17.6731389008994,"0",13.3046849341983,1057253.13784402,0,0.0533673039172009,-0.449995110545977,11,13,8,6,36,0
"115","4514416","9",210.553591911138,8e+05,"1","8","4","5",11,24,"1","2","1","0","1","58","3","2",48,"1","0","0","0",744012.5,17.3804537583836,576,1183136.35407846,-383136.35407846,1183136.35407847,17.6731389008994,"0",13.5923670066501,1361176.35247874,0,-0.0123368217474549,-0.380645900986006,10,9,9,10,100,0
"116","4514416","3",210.553591911138,737717,"1","2","6","7",7,20,"0","2","1","0","1","33","4","2",48,"1","0","0","0",744012.5,17.250557594482,400,991282.223538613,-253565.223538613,991282.223538622,17.4812684125132,"1",13.5113155612049,1439992.38180531,1,-0.442064656926392,0.558537452896309,15,19,0,0,0,0
"117","4514417","1",234.707409371681,5050000,"1","8","6","7",10,42,"0","3","1","0","1","13","5","2",8,"4","1","0","0",5050000,20.4344060735048,1764,1766095.24095652,3283904.75904348,1766095.24095653,18.1107525536456,"1",15.4348988012515,1212705.65013923,1,1.03784310075956,0.439725685285435,15,19,22,18,324,0
"118","4514418","1",254.386811904384,1620000,"1","9","4","5",120,57,"0","2","1","0","1","57","1","2",32,"4","1","1","0",1620000,18.526840413029,3249,1901413.43766583,-281413.437665826,1901413.43766584,17.9431761663616,"1",14.2979367072086,1212705.65013923,1,0.43194881176053,0.607720361427385,10,9,42,43,1849,0
"119","4514419","3",238.362792140527,737717,"1","7","4","5",18,42,"1","2","0","1","1","93","2","2",50,"1","0","1","0",737717,17.250557594482,1764,1766095.24095652,-1028378.24095652,1766095.24095653,18.1107525536456,"0",13.5113155612049,1245900.73494363,0,0.177264758462873,-0.514118681045752,10,9,27,28,784,0
"120","4514420","3",258.629844712917,1274806.66666667,"1","11","5","6",30,25,"1","2","1","0","1","37","5","2",48,"1","0","0","1",1274806.66666667,18.1343337998052,625,1227559.67584788,47246.9908187948,1227559.67584789,17.7157302156096,"0",14.0583050910901,1981285.21345822,0,0.269464868413062,-0.388083869961069,11,13,9,7,49,0
